Date: 2025-08-14, Hour: 09:00, Room: Living Room, Sensor: Temperature Sensor, Value: 21.49°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:20, Room: Living Room, Sensor: Humidity Sensor, Value: %50.42, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %47.79, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %49.34, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:25, Room: Living Room, Sensor: Temperature Sensor, Value: 21.38°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.66°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 21.94°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:25, Room: Living Room, Sensor: Humidity Sensor, Value: %48.9, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %52.13, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %48.69, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:30, Room: Living Room, Sensor: Temperature Sensor, Value: 19.97°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 21.3°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 21.47°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:30, Room: Living Room, Sensor: Humidity Sensor, Value: %48.7, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %51.19, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %50.33, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:35, Room: Living Room, Sensor: Temperature Sensor, Value: 20.79°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.32°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 21.64°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:35, Room: Living Room, Sensor: Humidity Sensor, Value: %51.88, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %48.14, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %51.77, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:40, Room: Living Room, Sensor: Temperature Sensor, Value: 20.58°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.2°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.99°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:40, Room: Living Room, Sensor: Humidity Sensor, Value: %50.07, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %50.19, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %48.23, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:45, Room: Living Room, Sensor: Temperature Sensor, Value: 20.52°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.95°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 21.03°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:45, Room: Living Room, Sensor: Humidity Sensor, Value: %49.36, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %50.79, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %49.39, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:50, Room: Living Room, Sensor: Temperature Sensor, Value: 20.02°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 21.27°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 21.23°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:50, Room: Living Room, Sensor: Humidity Sensor, Value: %49.21, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %50.81, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %50.41, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:55, Room: Living Room, Sensor: Temperature Sensor, Value: 21.72°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.93°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 20.81°C, Status: High Temperature
Date: 2025-08-14, Hour: 21:55, Room: Living Room, Sensor: Humidity Sensor, Value: %51.1, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %50.85, Status: Normal Humidity
Date: 2025-08-14, Hour: 21:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %47.51, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:00, Room: Living Room, Sensor: Temperature Sensor, Value: 18.84°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.1°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 20.39°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:00, Room: Living Room, Sensor: Humidity Sensor, Value: %40.14, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %40.41, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %41.35, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:05, Room: Living Room, Sensor: Temperature Sensor, Value: 20.35°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 20.13°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 20.34°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:05, Room: Living Room, Sensor: Humidity Sensor, Value: %42.71, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %40.2, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %43.31, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:10, Room: Living Room, Sensor: Temperature Sensor, Value: 19.97°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.99°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.25°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:10, Room: Living Room, Sensor: Humidity Sensor, Value: %43.06, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %42.48, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %40.39, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:15, Room: Living Room, Sensor: Temperature Sensor, Value: 18.52°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.17°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.57°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:15, Room: Living Room, Sensor: Humidity Sensor, Value: %44.25, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %43.14, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %43.53, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:20, Room: Living Room, Sensor: Temperature Sensor, Value: 20.09°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.77°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.34°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:20, Room: Living Room, Sensor: Humidity Sensor, Value: %40.84, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %42.28, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %40.25, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:25, Room: Living Room, Sensor: Temperature Sensor, Value: 19.54°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.64°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.89°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:25, Room: Living Room, Sensor: Humidity Sensor, Value: %42.67, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %43.36, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %44.29, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:30, Room: Living Room, Sensor: Temperature Sensor, Value: 18.82°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.77°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.0°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:30, Room: Living Room, Sensor: Humidity Sensor, Value: %43.21, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %42.01, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %42.45, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:35, Room: Living Room, Sensor: Temperature Sensor, Value: 20.06°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.67°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.87°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:35, Room: Living Room, Sensor: Humidity Sensor, Value: %41.73, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %40.78, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %42.93, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:40, Room: Living Room, Sensor: Temperature Sensor, Value: 20.0°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.92°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.15°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:40, Room: Living Room, Sensor: Humidity Sensor, Value: %41.52, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %43.84, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %40.37, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:45, Room: Living Room, Sensor: Temperature Sensor, Value: 19.56°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 19.15°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.88°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:45, Room: Living Room, Sensor: Humidity Sensor, Value: %41.44, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %41.32, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %40.84, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:50, Room: Living Room, Sensor: Temperature Sensor, Value: 19.46°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.89°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 19.8°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:50, Room: Living Room, Sensor: Humidity Sensor, Value: %41.38, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %40.77, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %41.26, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:55, Room: Living Room, Sensor: Temperature Sensor, Value: 18.92°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.9°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.71°C, Status: High Temperature
Date: 2025-08-14, Hour: 22:55, Room: Living Room, Sensor: Humidity Sensor, Value: %42.48, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %40.77, Status: Normal Humidity
Date: 2025-08-14, Hour: 22:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %40.41, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:00, Room: Living Room, Sensor: Temperature Sensor, Value: 17.79°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.84°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.57°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:00, Room: Living Room, Sensor: Humidity Sensor, Value: %33.55, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %33.67, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %34.36, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:05, Room: Living Room, Sensor: Temperature Sensor, Value: 18.8°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.37°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.91°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:05, Room: Living Room, Sensor: Humidity Sensor, Value: %35.0, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %35.63, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %36.63, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:10, Room: Living Room, Sensor: Temperature Sensor, Value: 18.42°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.97°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.58°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:10, Room: Living Room, Sensor: Humidity Sensor, Value: %34.39, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %35.23, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %33.83, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:15, Room: Living Room, Sensor: Temperature Sensor, Value: 17.81°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.33°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.06°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:15, Room: Living Room, Sensor: Humidity Sensor, Value: %35.01, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %34.7, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %33.3, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:20, Room: Living Room, Sensor: Temperature Sensor, Value: 17.32°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.21°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.33°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:20, Room: Living Room, Sensor: Humidity Sensor, Value: %34.07, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %36.51, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %33.58, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:25, Room: Living Room, Sensor: Temperature Sensor, Value: 17.2°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.03°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.95°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:25, Room: Living Room, Sensor: Humidity Sensor, Value: %35.45, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %34.59, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %36.42, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:30, Room: Living Room, Sensor: Temperature Sensor, Value: 18.16°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.87°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.96°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:30, Room: Living Room, Sensor: Humidity Sensor, Value: %35.6, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %36.51, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %36.23, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:35, Room: Living Room, Sensor: Temperature Sensor, Value: 18.5°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 18.05°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.85°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:35, Room: Living Room, Sensor: Humidity Sensor, Value: %36.48, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %35.78, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %34.12, Status: Normal Humidity
Date: 2025-08-14, Hour: 23:40, Room: Living Room, Sensor: Temperature Sensor, Value: 17.21°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.83°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 18.64°C, Status: High Temperature
Date: 2025-08-14, Hour: 23:40, Room: Living Room, Sensor: Humidity Sensor, Value: %33.99, Status: Normal Humidity
